UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Tool wear [min],Machine failure,Tool wear failure,Head dissipation failure,Power failure,Overstrain failure,Random failure
6745,M21604,M,301.7,311.0,36.02776706930364,168.0,False,False,False,False,False,False
937,M15796,M,295.6,306.1,37.65634076752546,24.0,False,False,False,False,False,False
9853,L57032,L,298.6,309.4,36.27671429443411,52.0,False,False,False,False,False,False
4000,L51179,L,302.0,311.0,37.68288736283355,144.0,False,False,False,False,False,False
5720,L52899,L,302.3,312.0,37.38983819167984,171.0,False,False,False,False,False,False
638,L47817,L,298.2,309.7,39.81205847478876,118.0,False,False,False,False,False,False
1261,L48440,L,297.6,309.0,39.08964057138413,22.0,False,False,False,False,False,False
2492,L49671,L,299.1,308.9,38.01315561749642,197.0,False,False,False,False,False,False
3421,L50600,L,301.6,310.6,42.82522621072771,146.0,False,False,False,False,False,False
7297,H36710,H,300.0,310.4,43.37049688440288,102.0,False,False,False,False,False,False
9118,M23977,M,297.6,308.7,38.40572873934304,54.0,False,False,False,False,False,False
4755,M19614,M,303.3,310.1,37.20215047547655,48.0,False,False,False,False,False,False
6660,L53839,L,301.3,310.3,40.32369030731191,180.0,False,False,False,False,False,False
6731,M21590,M,301.6,311.0,37.82856063875548,129.0,False,False,False,False,False,False
264,M15123,M,298.0,308.1,39.83716857408418,30.0,False,False,False,False,False,False
3986,L51165,L,302.3,311.2,37.22902093797257,110.0,False,False,False,False,False,False
8640,L55819,L,297.5,308.4,37.20215047547655,73.0,False,False,False,False,False,False
8963,L56142,L,297.3,307.9,40.34848200366403,80.0,False,False,False,False,False,False
9526,L56705,L,299.1,310.3,37.5632799419859,74.0,False,False,False,False,False,False
4791,L51970,L,303.8,312.8,37.98683982644516,145.0,False,False,False,False,False,False
2935,M17794,M,300.8,309.6,39.319206502675,186.0,False,False,False,False,False,False
7150,L54329,L,300.2,309.8,38.80721582386451,161.0,False,False,False,False,False,False
3528,M18387,M,300.1,310.9,39.66106403010388,209.0,False,False,False,False,False,False
2294,L49473,L,300.1,308.9,38.98717737923585,108.0,False,False,False,False,False,False
6200,L53379,L,300.9,310.9,38.69108424430621,62.0,False,False,False,False,False,False
3300,L50479,L,301.3,310.5,37.282703764614496,63.0,False,False,False,False,False,False
2793,L49972,L,300.4,309.7,39.7994974842648,71.0,False,False,False,False,False,False
5757,M20616,M,302.0,311.5,36.959437225152655,54.0,False,False,False,False,False,False
421,M15280,M,297.3,308.3,36.069377593742864,5.0,False,False,False,False,False,False
3331,L50510,L,301.7,310.8,37.21558813185679,133.0,False,False,False,False,False,False
4914,M19773,M,303.5,312.3,39.91240408695021,29.0,False,False,False,False,False,False
3286,L50465,L,301.2,309.9,41.0731055558257,30.0,False,False,False,False,False,False
2646,H32059,H,300.1,309.5,39.33192087859428,148.0,False,False,False,False,False,False
8650,L55829,L,297.4,308.4,36.4417343165772,98.0,False,False,False,False,False,False
404,L47583,L,297.3,308.6,35.679125549822544,182.0,False,False,False,False,False,False
7080,L54259,L,300.7,310.5,38.01315561749642,201.0,False,False,False,False,False,False
6374,H35787,H,300.0,309.5,41.65333119931706,82.0,False,False,False,False,False,False
8694,M23553,M,297.2,308.5,39.7994974842648,4.0,False,False,False,False,False,False
4631,L51810,L,300.1,311.2,41.84495190581536,196.0,False,False,False,False,False,False
774,L47953,L,296.8,308.0,38.8587184554509,29.0,False,False,False,False,False,False
1938,L49117,L,298.2,308.0,37.5632799419859,48.0,False,False,False,False,False,False
8972,L56151,L,296.9,307.6,38.91015291668744,100.0,False,False,False,False,False,False
5260,L52439,L,303.5,310.1,39.293765408777,87.0,False,False,False,False,False,False
6059,M20918,M,300.9,310.9,40.44749683231337,108.0,False,False,False,False,False,False
2010,M16869,M,298.6,308.3,41.43669871020132,29.0,False,False,False,False,False,False
7041,L54220,L,300.7,310.6,41.47288270665544,96.0,False,False,False,False,False,False
6819,M21678,M,301.0,310.7,40.70626487409524,148.0,False,False,False,False,False,False
2103,L49282,L,299.3,310.1,36.40054944640259,47.0,False,False,False,False,False,False
1346,L48525,L,298.5,310.0,42.47352116319061,22.0,False,False,False,False,False,False
6465,M21324,M,300.5,309.9,41.65333119931706,108.0,False,False,False,False,False,False
6105,M20964,M,300.8,310.8,38.22302970723278,53.0,False,False,False,False,False,False
2745,L49924,L,299.7,309.2,40.24922359499622,168.0,False,False,False,False,False,False
4664,L51843,L,303.3,311.3,37.26929030716845,39.0,False,False,False,False,False,False
4162,H33575,H,301.9,310.3,40.65710270051225,100.0,False,False,False,False,False,False
4855,L52034,L,303.7,312.2,39.59797974644666,96.0,False,False,False,False,False,False
2774,L49953,L,299.9,309.4,43.10452412450461,22.0,False,False,False,False,False,False
8717,M23576,M,297.1,308.6,41.43669871020132,61.0,False,False,False,False,False,False
9071,L56250,L,297.1,308.2,37.77565353504821,136.0,False,False,False,False,False,False
5650,M20509,M,302.5,311.9,37.603191353926334,205.0,False,False,False,False,False,False
2976,H32389,H,300.5,309.4,36.87817782917155,108.0,False,False,False,False,False,False
6107,L53286,L,300.9,311.0,37.84177585684901,59.0,False,False,False,False,False,False
1358,L48537,L,298.6,309.9,38.22302970723278,49.0,False,False,False,False,False,False
7479,L54658,L,300.1,311.3,38.45776904605882,133.0,False,False,False,False,False,False
5295,L52474,L,303.9,313.4,37.97367509209505,174.0,False,False,False,False,False,False
4926,L52105,L,303.4,312.3,40.98780306383839,67.0,False,False,False,False,False,False
7225,L54404,L,299.8,309.6,39.97499218261337,139.0,False,False,False,False,False,False
1243,L48422,L,297.1,308.4,38.31448812133603,197.0,False,False,False,False,False,False
1581,M16440,M,298.3,308.4,38.0,178.0,False,False,False,False,False,False
4802,L51981,L,303.5,312.4,39.67366884975475,175.0,False,False,False,False,False,False
7724,L54903,L,300.5,311.6,41.593268686170845,106.0,False,False,False,False,False,False
9565,L56744,L,299.8,311.1,42.661458015403085,174.0,False,False,False,False,False,False
3224,H32637,H,300.6,309.5,38.66522985836241,79.0,False,False,False,False,False,False
9730,L56909,L,298.7,309.8,41.1703777004778,145.0,False,False,False,False,False,False
2380,H31793,H,299.1,308.2,38.07886552931954,112.0,False,False,False,False,False,False
7511,L54690,L,300.5,311.8,39.03844259188627,214.0,True,True,False,False,False,False
7424,L54603,L,300.0,311.3,37.5099986670221,208.0,False,False,False,False,False,False
7509,M22368,M,300.5,311.9,41.593268686170845,209.0,False,False,False,False,False,False
9642,L56821,L,299.3,310.4,36.945906403822335,171.0,False,False,False,False,False,False
3404,L50583,L,301.3,310.5,36.565010597564445,106.0,False,False,False,False,False,False
784,H30197,H,296.7,310.1,39.736632972611055,50.0,False,False,False,False,False,False
7698,L54877,L,300.5,311.4,37.416573867739416,29.0,False,False,False,False,False,False
4839,H34252,H,300.1,311.8,40.60788100849391,49.0,False,False,False,False,False,False
9410,L56589,L,298.0,308.5,40.79215610874228,196.0,False,False,False,False,False,False
9574,L56753,L,299.7,310.9,38.61346915261564,195.0,False,False,False,False,False,False
1773,L48952,L,298.4,308.0,38.8329756778952,108.0,False,False,False,False,False,False
1374,M16233,M,298.8,310.3,36.959437225152655,94.0,False,False,False,False,False,False
4495,H33908,H,302.6,310.4,40.60788100849391,62.0,False,False,False,False,False,False
7759,L54938,L,300.4,311.8,41.09744517606904,196.0,False,False,False,False,False,False
5092,L52271,L,303.9,313.2,36.6742416417845,77.0,False,False,False,False,False,False
9087,L56266,L,297.1,307.8,37.78888725538237,179.0,False,False,False,False,False,False
5631,M20490,M,302.8,312.2,40.18706259482024,159.0,False,False,False,False,False,False
4582,L51761,L,303.0,311.2,40.01249804748511,69.0,False,False,False,False,False,False
2686,L49865,L,299.8,309.4,40.11234224026316,27.0,False,False,False,False,False,False
8668,M23527,M,297.5,308.8,38.1444622455213,147.0,False,False,False,False,False,False
8081,H37494,H,300.2,311.5,37.84177585684901,127.0,False,False,False,False,False,False
6757,L53936,L,301.8,311.2,42.89522117905443,202.0,False,False,False,False,False,False
8046,M22905,M,300.7,311.9,36.959437225152655,36.0,False,False,False,False,False,False
4203,L51382,L,302.4,311.0,39.43348830626071,205.0,False,False,False,False,False,False
5088,M19947,M,304.0,313.0,41.04875150354759,66.0,False,False,False,False,False,False
9482,L56661,L,298.9,309.6,36.945906403822335,183.0,False,False,False,False,False,False
8819,M23678,M,297.4,308.7,38.48376280978771,108.0,False,False,False,False,False,False
237,L47416,L,298.1,308.3,38.66522985836241,188.0,False,False,False,False,False,False
665,L47844,L,297.5,308.9,37.282703764614496,187.0,False,False,False,False,False,False
9436,L56615,L,298.0,308.7,37.98683982644516,52.0,False,False,False,False,False,False
3778,M18637,M,302.4,311.1,41.48493702538308,210.0,False,False,False,False,False,False
678,L47857,L,297.9,309.2,38.44476557348217,10.0,False,False,False,False,False,False
6048,H35461,H,300.9,311.0,43.04648650006177,122.0,False,False,False,False,False,False
5252,M20111,M,303.4,312.9,36.15245496505044,68.0,False,False,False,False,False,False
796,L47975,L,296.9,307.8,40.06245124802026,84.0,False,False,False,False,False,False
8086,L55265,L,300.2,311.4,36.4828726939094,143.0,False,False,False,False,False,False
618,M15477,M,298.1,310.0,37.322915213043046,65.0,False,False,False,False,False,False
8257,H37670,H,299.0,310.5,36.55133376499413,108.0,False,False,False,False,False,False
4140,H33553,H,301.7,310.2,40.24922359499622,42.0,False,False,False,False,False,False
6738,M21597,M,301.7,311.0,39.20459156782532,108.0,False,False,False,False,False,False
9966,L57145,L,298.3,307.9,41.2674205639267,147.0,False,False,False,False,False,False
9991,L57170,L,298.8,308.5,39.07684736515984,3.0,False,False,False,False,False,False
1738,L48917,L,300.1,307.9,41.7492514902962,134.0,False,False,False,False,False,False
2015,L49194,L,298.6,308.4,36.19392214170772,40.0,False,False,False,False,False,False
2722,M17581,M,299.6,309.3,39.408120990476064,112.0,False,False,False,False,False,False
7719,H37132,H,300.6,311.7,37.77565353504821,87.0,False,False,False,False,False,False
7132,M21991,M,300.5,310.1,37.54996671103717,111.0,False,False,False,False,False,False
7392,L54571,L,299.7,310.6,40.92676385936225,129.0,False,False,False,False,False,False
1725,M16584,M,298.3,310.1,38.17066936798463,98.0,False,False,False,False,False,False
1292,M16151,M,298.6,309.7,40.92676385936225,115.0,False,False,False,False,False,False
4910,L52089,L,300.1,312.4,38.48376280978771,20.0,False,False,False,False,False,False
3965,M18824,M,302.3,311.6,40.84115571332428,52.0,False,False,False,False,False,False
7191,L54370,L,300.3,310.3,36.6742416417845,50.0,False,False,False,False,False,False
3819,L50998,L,302.1,310.7,38.61346915261564,98.0,False,False,False,False,False,False
4093,H33506,H,302.0,310.5,42.567593307585526,138.0,False,False,False,False,False,False
7849,H37262,H,300.2,311.6,39.33192087859428,217.0,False,False,False,False,False,False
9122,L56301,L,297.3,308.3,37.36308338453881,64.0,False,False,False,False,False,False
516,L47695,L,297.5,309.2,41.41255848169731,30.0,False,False,False,False,False,False
5636,L52815,L,302.6,312.1,38.7556447501522,171.0,False,False,False,False,False,False
9695,L56874,L,298.9,310.0,39.48417404479927,58.0,False,False,False,False,False,False
4882,M19741,M,303.8,312.6,37.49666651850535,162.0,False,False,False,False,False,False
2159,M17018,M,299.5,309.0,37.403208418530085,207.0,False,False,False,False,False,False
2388,M17247,M,299.2,308.5,38.39270764090493,132.0,False,False,False,False,False,False
2929,M17788,M,300.8,309.7,35.4682957019364,168.0,False,False,False,False,False,False
6547,M21406,M,301.4,310.8,39.11521443121589,107.0,False,False,False,False,False,False
7709,L54888,L,300.5,311.4,41.340053217188775,64.0,False,False,False,False,False,False
7845,L55024,L,300.1,311.7,38.768543949960254,208.0,False,False,False,False,False,False
636,L47815,L,298.3,310.0,43.10452412450461,114.0,False,False,False,False,False,False
6926,M21785,M,301.1,311.6,35.58089374931439,210.0,False,False,False,False,False,False
6368,L53547,L,300.0,309.6,39.63584236521283,65.0,False,False,False,False,False,False
899,L48078,L,295.6,306.2,38.02630668366309,133.0,False,False,False,False,False,False
4884,M19743,M,303.8,312.6,41.03656905736639,167.0,False,False,False,False,False,False
9295,L56474,L,298.1,310.1,37.90778284204973,95.0,False,False,False,False,False,False
5681,M20540,M,300.1,311.6,37.22902093797257,69.0,False,False,False,False,False,False
8779,L55958,L,297.5,308.7,38.13135192987524,19.0,False,False,False,False,False,False
1891,L49070,L,297.8,307.4,38.88444419044716,137.0,False,False,False,False,False,False
8402,H37815,H,298.5,309.4,40.87786687193939,108.0,False,False,False,False,False,False
7189,L54368,L,300.4,310.4,35.86084215408221,46.0,False,False,False,False,False,False
2868,H32281,H,300.7,309.6,37.282703764614496,7.0,False,False,False,False,False,False
7489,L54668,L,300.1,310.1,39.30648801406709,160.0,False,False,False,False,False,True
2213,L49392,L,299.7,309.1,38.40572873934304,123.0,False,False,False,False,False,False
2120,M16979,M,299.3,308.9,43.10452412450461,101.0,False,False,False,False,False,False
2960,M17819,M,300.7,309.4,39.8622628559895,52.0,False,False,False,False,False,False
7875,L55054,L,300.7,312.3,39.344631145812,58.0,False,False,False,False,False,False
8847,M23706,M,297.4,308.8,36.40054944640259,204.0,True,True,False,False,True,False
5245,L52424,L,303.6,313.0,39.91240408695021,52.0,False,False,False,False,False,False
5173,L52352,L,304.2,313.4,41.71330722922842,78.0,False,False,False,False,False,False
9086,H38499,H,297.1,307.9,36.945906403822335,174.0,False,False,False,False,False,False
6969,L54148,L,300.9,311.2,42.2965719651132,114.0,False,False,False,False,False,False
8484,L55663,L,298.3,309.4,40.22437072223753,108.0,False,False,False,False,False,False
7029,M21888,M,300.6,310.6,37.45664160065608,64.0,False,False,False,False,False,False
6319,M21178,M,300.9,310.3,37.62977544445356,152.0,False,False,False,False,False,False
3510,L50689,L,301.8,311.0,42.08325082500163,162.0,False,False,False,False,False,False
3944,L51123,L,300.1,311.4,36.51027252705737,205.0,True,False,False,True,True,False
8137,M22996,M,299.6,310.9,38.39270764090493,64.0,False,False,False,False,False,False
7386,M22245,M,299.8,310.5,37.08099243547832,110.0,False,False,False,False,False,False
1754,L48933,L,298.2,307.5,38.34057902536163,180.0,False,False,False,False,False,False
2526,M17385,M,298.8,308.6,39.97499218261337,52.0,False,False,False,False,False,False
9257,L56436,L,298.2,309.1,39.61060464067672,199.0,False,False,False,False,False,False
8480,L55659,L,298.6,309.7,40.33608806019741,99.0,False,False,False,False,False,False
4127,M18986,M,302.0,310.6,40.28647415696737,9.0,False,False,False,False,False,False
8651,H38064,H,297.4,308.3,42.08325082500163,100.0,False,False,False,False,False,False
7982,L55161,L,300.1,312.3,38.01315561749642,105.0,False,False,False,False,False,False
1934,L49113,L,298.1,308.0,40.47221268969612,38.0,False,False,False,False,False,False
2442,L49621,L,299.1,308.5,40.93897898091744,69.0,False,False,False,False,False,False
6045,M20904,M,300.8,310.9,39.01281840626232,115.0,False,False,False,False,False,False
714,L47893,L,297.4,308.6,37.93415347678132,114.0,False,False,False,False,False,False
2846,L50025,L,300.3,309.2,37.38983819167984,198.0,False,False,False,False,False,False
7797,L54976,L,300.1,311.5,38.13135192987524,90.0,False,False,False,False,False,False
2510,L49689,L,299.0,308.9,38.87158345115362,16.0,False,False,False,False,False,False
6501,M21360,M,300.9,310.0,37.62977544445356,201.0,False,False,False,False,False,False
8874,H38287,H,298.0,309.1,39.45883931389772,65.0,False,False,False,False,False,False
2886,M17745,M,300.1,309.5,36.3318042491699,59.0,False,False,False,False,False,False
1652,L48831,L,298.0,307.8,37.603191353926334,140.0,False,False,False,False,False,False
2749,L49928,L,299.7,309.2,40.38564101261734,177.0,False,False,False,False,False,False
5425,L52604,L,302.6,312.2,37.10795063055895,54.0,False,False,False,False,False,False
6668,H36081,H,301.4,310.5,39.191835884530846,201.0,False,False,False,False,False,False
2925,L50104,L,300.8,309.7,38.22302970723278,158.0,False,False,False,False,False,False
8928,M23787,M,297.4,308.4,42.2965719651132,210.0,False,False,False,False,False,False
9687,L56866,L,299.1,310.1,38.54867053479276,39.0,False,False,False,False,False,False
3299,L50478,L,301.2,310.3,38.71692136521188,61.0,False,False,False,False,False,False
6498,L53677,L,300.1,309.9,36.22154055254967,192.0,True,False,False,False,True,False
6605,M21464,M,301.5,310.6,39.66106403010388,37.0,False,False,False,False,False,False
4155,M19014,M,302.0,310.4,42.7551166528639,82.0,False,False,False,False,False,False
5202,M20061,M,303.7,312.7,37.36308338453881,158.0,False,False,False,False,False,False
8492,L55671,L,298.5,309.5,39.736632972611055,126.0,False,False,False,False,False,False
3225,M18084,M,300.6,309.5,39.45883931389772,84.0,False,False,False,False,False,False
3935,M18794,M,300.1,311.6,38.96151947755632,184.0,False,False,False,False,False,False
8625,H38038,H,297.5,310.1,38.60051813123757,34.0,False,False,False,False,False,False
4851,L52030,L,303.5,312.0,37.96050579220461,88.0,False,False,False,False,False,False
5809,L52988,L,301.4,311.0,41.6293165929973,182.0,False,False,False,False,False,False
3964,H33377,H,302.3,311.5,39.06404996924922,108.0,False,False,False,False,False,False
8048,L55227,L,300.6,311.9,38.24918299781056,41.0,False,False,False,False,False,False
887,L48066,L,295.7,306.2,38.18376618407357,103.0,False,False,False,False,False,False
1483,M16342,M,298.1,309.1,38.05259518088089,150.0,False,False,False,False,False,False
2578,L49757,L,299.5,309.4,39.5347948015416,183.0,False,False,False,False,False,False
1476,M16335,M,300.1,309.5,38.97435053981015,133.0,False,False,False,False,False,False
7869,H37282,H,300.4,311.9,37.92097045171708,41.0,False,False,False,False,False,True
2315,L49494,L,299.2,308.9,36.98648401781386,175.0,False,False,False,False,False,False
74,L47253,L,299.0,309.1,39.89987468652001,200.0,False,False,False,False,False,False
6480,L53659,L,300.1,309.8,37.65634076752546,147.0,False,False,False,False,False,False
9250,L56429,L,298.3,309.0,40.70626487409524,179.0,False,False,False,False,False,False
1173,L48352,L,297.1,308.1,38.02630668366309,227.0,False,False,False,False,False,False
3972,H33385,H,302.2,310.1,40.311288741492746,70.0,False,False,False,False,False,False
1914,M16773,M,298.0,307.8,38.62641583165593,197.0,False,False,False,False,False,False
530,L47709,L,297.6,309.5,39.61060464067672,63.0,False,False,False,False,False,False
5148,L52327,L,300.1,313.6,39.61060464067672,11.0,False,False,False,False,False,False
8293,H37706,H,298.9,310.5,37.8021163428716,19.0,False,False,False,False,False,False
768,L47947,L,296.9,310.1,39.319206502675,11.0,False,False,False,False,False,False
3417,L50596,L,301.5,310.5,37.881393849751625,135.0,False,False,False,False,False,False
9297,H38710,H,298.2,309.0,39.03844259188627,100.0,False,False,False,False,False,False
1307,L48486,L,298.8,310.0,38.56163896931768,152.0,False,False,False,False,False,False
9936,L57115,L,298.4,310.1,38.1051177665153,73.0,False,False,False,False,False,False
8121,L55300,L,300.2,311.6,42.03569911396741,20.0,False,False,False,False,False,False
2254,L49433,L,299.2,308.4,37.22902093797257,26.0,False,False,False,False,False,False
2387,L49566,L,299.1,308.4,39.28103868280471,130.0,False,False,False,False,False,False
882,L48061,L,295.7,306.2,38.262252939417984,92.0,False,False,False,False,False,False
3976,H33389,H,302.4,311.5,39.242833740697165,81.0,False,False,False,False,False,False
8024,H37437,H,300.9,312.0,37.37646318206152,108.0,False,False,False,False,False,False
976,M15835,M,296.0,306.6,40.34848200366403,121.0,False,False,False,False,False,False
1163,L48342,L,296.9,307.8,37.416573867739416,202.0,True,False,False,False,True,False
63,L47242,L,298.8,309.0,42.76680956068619,172.0,False,False,False,False,False,False
8773,L55952,L,297.5,308.6,40.26164427839479,0.0,False,False,False,False,False,False
1169,L48348,L,297.1,308.1,39.7994974842648,215.0,False,False,False,False,False,False
1622,L48801,L,297.7,307.6,42.941821107167776,61.0,False,False,False,False,False,False
3387,H32800,H,300.1,310.8,38.39270764090493,58.0,False,False,False,False,False,False
7610,L54789,L,300.5,310.1,38.60051813123757,39.0,False,False,False,False,False,False
2360,L49539,L,299.3,308.5,37.589892258425,57.0,False,False,False,False,False,False
4498,L51677,L,302.5,310.3,39.02563260217571,72.0,False,False,False,False,False,False
7343,M22202,M,299.7,310.3,40.75536774462967,6.0,False,False,False,False,False,False
3693,L50872,L,302.1,311.3,41.92851058647326,200.0,False,False,False,False,False,False
3943,M18802,M,302.2,311.4,37.38983819167984,202.0,False,False,False,False,False,False
5224,M20083,M,303.9,313.2,36.74234614174768,2.0,False,False,False,False,False,False
500,L47679,L,297.5,309.1,38.92300091205713,213.0,False,False,False,False,False,False
472,H29885,H,297.3,308.8,37.66961640367472,139.0,False,False,False,False,False,False
4283,L51462,L,301.9,309.9,37.06750598570128,180.0,True,False,True,False,False,False
577,H29990,H,297.7,309.7,37.94733192202055,191.0,False,False,False,False,False,False
5392,L52571,L,302.7,312.2,39.64845520319802,228.0,False,False,False,False,False,False
4390,M19249,M,302.1,310.0,36.81032463861192,6.0,True,False,True,False,False,False
3172,L50351,L,300.4,309.6,37.22902093797257,170.0,False,False,False,False,False,False
3318,L50497,L,301.5,310.1,40.44749683231337,106.0,False,False,False,False,False,False
7925,H37338,H,300.7,310.1,37.26929030716845,186.0,False,False,False,False,False,False
9800,M24659,M,300.1,309.3,39.382737335030434,121.0,False,False,False,False,False,False
8500,L55679,L,298.4,309.6,40.681691213615984,146.0,False,False,False,False,False,False
7234,L54413,L,299.9,310.0,38.03945320322047,162.0,False,False,False,False,False,False
4581,L51760,L,303.0,311.2,38.65229618017538,67.0,False,False,False,False,False,False
5098,L52277,L,304.2,313.4,38.17066936798463,96.0,False,False,False,False,False,False
978,L48157,L,296.0,306.7,43.78355855797927,127.0,False,False,False,False,False,False
1398,L48577,L,299.1,310.2,39.61060464067672,155.0,False,False,False,False,False,False
6197,L53376,L,300.9,310.8,41.24318125460256,55.0,False,False,False,False,False,False
289,H29702,H,298.2,308.4,37.21558813185679,98.0,False,False,False,False,False,False
4548,M19407,M,300.1,310.4,38.09199390948182,194.0,False,False,False,False,False,False
1178,M16037,M,297.2,308.3,40.049968789001575,108.0,False,False,False,False,False,False
7043,L54222,L,300.6,310.5,40.52159917870962,100.0,False,False,False,False,False,False
5704,H35117,H,302.3,311.7,38.15756805667783,130.0,False,False,False,False,False,False
8609,L55788,L,297.4,308.4,37.0,108.0,True,False,False,False,True,False
5909,M20768,M,300.8,310.1,39.06404996924922,205.0,False,False,False,False,False,False
4598,M19457,M,303.0,311.1,38.60051813123757,108.0,False,False,False,False,False,False
8276,M23135,M,298.9,310.6,41.47288270665544,197.0,False,False,False,False,False,False
5220,L52399,L,303.8,313.0,36.945906403822335,205.0,True,False,False,False,True,False
9569,L56748,L,300.1,311.1,39.84971769034255,183.0,False,False,False,False,False,False
4905,H34318,H,303.6,310.1,38.47076812334269,108.0,False,False,False,False,False,False
8146,M23005,M,300.1,310.9,41.04875150354759,88.0,False,False,False,False,False,False
4329,L51508,L,301.6,310.1,36.41428291206625,77.0,True,False,True,False,False,False
1075,L48254,L,297.0,307.9,39.93745109543172,108.0,False,False,False,False,False,False
5993,L53172,L,300.7,310.6,35.888716889852724,216.0,False,False,False,False,False,False
6240,L53419,L,301.2,310.7,40.54626986542659,166.0,False,False,False,False,False,False
5276,L52455,L,303.7,313.1,37.72267222772003,124.0,False,False,False,False,False,False
3962,M18821,M,302.2,311.4,40.52159917870962,42.0,False,False,False,False,False,False
7810,M22669,M,300.0,311.4,39.20459156782532,120.0,False,False,False,False,False,False
3669,L50848,L,302.3,311.7,38.8587184554509,141.0,False,False,False,False,False,False
945,M15804,M,295.7,306.3,41.376321731154405,108.0,False,False,False,False,False,False
4994,L52173,L,303.8,312.9,42.649736224272246,16.0,False,False,False,False,False,False
9084,M23943,M,297.2,307.9,39.25557285278104,169.0,False,False,False,False,False,False
935,M15794,M,300.1,306.0,36.41428291206625,18.0,False,False,False,False,False,False
628,L47807,L,298.4,310.1,38.1444622455213,94.0,False,False,False,False,False,False
3700,L50879,L,302.2,311.2,40.60788100849391,9.0,False,False,False,False,False,False
7923,L55102,L,300.7,311.9,38.23610858861032,181.0,False,False,False,False,False,False
503,L47682,L,297.6,309.2,37.282703764614496,221.0,False,False,False,False,False,False
3317,M18176,M,301.4,310.5,34.88552708502482,103.0,False,False,False,False,False,False
7069,L54248,L,300.8,310.7,38.22302970723278,173.0,False,False,False,False,False,False
3606,L50785,L,301.7,310.7,40.50925820105819,192.0,False,False,False,False,False,False
2481,L49660,L,299.0,308.6,41.641325627314025,161.0,False,False,False,False,False,False
1637,L48816,L,297.9,307.8,38.79432948254165,100.0,False,False,False,False,False,False
3468,L50647,L,301.8,310.7,38.22302970723278,49.0,False,False,False,False,False,False
5149,L52328,L,304.4,313.6,38.82009788756334,13.0,False,False,False,False,False,False
5964,H35377,H,300.4,310.7,40.69397989875161,127.0,False,False,False,False,False,False
7834,L55013,L,300.0,310.1,40.049968789001575,185.0,False,False,False,False,False,False
3501,H32914,H,301.9,311.0,43.255057507764334,132.0,False,False,False,False,False,False
1851,M16710,M,297.7,307.2,37.04051835490427,33.0,False,False,False,False,False,False
7248,M22107,M,300.0,310.1,36.24913792078372,199.0,False,False,False,False,False,False
8752,M23611,M,300.1,308.5,38.36665218650175,150.0,False,False,False,False,False,False
8035,L55214,L,300.7,311.8,39.54743986657038,11.0,False,False,False,False,False,False
6797,M21656,M,301.3,310.7,36.05551275463989,92.0,False,False,False,False,False,False
4573,M19432,M,302.9,311.0,39.44616584663204,44.0,False,False,False,False,False,False
9350,M24209,M,298.2,308.7,39.98749804626441,28.0,False,False,False,False,False,False
1540,M16399,M,298.5,309.2,38.06573262134856,83.0,False,False,False,False,False,False
7414,M22273,M,300.1,311.1,40.19950248448356,183.0,False,False,False,False,False,False
5709,L52888,L,302.3,311.7,40.13726448077895,143.0,False,False,False,False,False,False
238,M15097,M,298.0,308.1,39.395431207184416,190.0,False,False,False,False,False,False
6908,L54087,L,300.9,311.3,38.06573262134856,168.0,False,False,False,False,False,False
3135,L50314,L,300.2,309.6,36.864617182333525,66.0,False,False,False,False,False,False
3436,L50615,L,300.1,310.5,37.26929030716845,108.0,False,False,False,False,False,False
7010,L54189,L,300.5,310.5,39.191835884530846,12.0,False,False,False,False,False,False
397,L47576,L,297.4,308.3,38.60051813123757,164.0,False,False,False,False,False,False
461,H29874,H,297.3,308.6,37.82856063875548,109.0,False,False,False,False,False,False
410,L47589,L,297.4,308.6,38.19685850956856,196.0,False,False,False,False,False,False
2244,L49423,L,300.1,308.4,38.27531841800928,201.0,False,False,False,False,False,False
1487,M16346,M,298.2,310.1,39.03844259188627,161.0,False,False,False,False,False,False
3863,H33276,H,302.5,311.5,38.67815921162743,218.0,False,False,False,False,False,False
2627,L49806,L,299.7,309.4,40.62019202317981,108.0,False,False,False,False,False,False
7262,L54441,L,300.4,310.5,42.63801121065568,14.0,False,False,False,False,False,False
969,L48148,L,295.9,306.7,39.33192087859428,107.0,False,False,False,False,False,False
9689,L56868,L,299.1,310.1,36.9729630946723,44.0,False,False,False,False,False,False
7204,M22063,M,299.8,309.6,37.86819245752297,82.0,False,False,False,False,False,False
8119,L55298,L,300.3,311.8,39.344631145812,16.0,False,False,False,False,False,False
8520,L55699,L,298.3,309.6,37.68288736283355,197.0,False,False,False,False,False,False
9789,M24648,M,298.5,309.5,39.179076048319466,87.0,False,False,False,False,False,False
1796,M16655,M,298.1,307.7,38.70400496072725,81.0,False,False,False,False,False,False
5179,H34592,H,304.0,313.2,38.948684188300895,96.0,False,False,False,False,False,False
5717,L52896,L,302.3,312.0,36.7967389859482,165.0,False,False,False,False,False,False
1859,M16718,M,297.8,307.4,38.57460304397182,57.0,False,False,False,False,False,False
7693,H37106,H,300.1,311.6,38.80721582386451,10.0,False,False,False,False,False,False
4,L47183,L,298.2,308.6,37.8549864614954,7.0,False,False,False,False,False,False
6273,M21132,M,301.1,310.6,37.8021163428716,35.0,False,False,False,False,False,False
9005,M23864,M,297.1,307.8,39.21734310225516,181.0,False,False,False,False,False,False
