UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Tool wear failure,Head dissipation failure,Power failure,Overstrain failure,Random failure
8721,L55900,L,297.3,308.8,39.42080668885405,36.1,70.0,False,False,False,False,False,False
2901,L50080,L,300.5,309.3,39.67366884975475,33.5,101.0,False,False,False,False,False,False
7642,M22501,M,300.4,311.4,36.76955262170047,57.3,116.0,False,False,False,False,False,False
8232,L55411,L,299.1,310.5,37.66961640367472,48.8,76.0,False,False,False,False,False,False
147,H29560,H,298.5,308.4,40.149719799769464,36.1,174.0,False,False,False,False,False,False
6450,L53629,L,300.6,310.2,38.97435053981015,44.6,69.0,False,False,False,False,False,False
353,M15212,M,297.6,308.4,38.82009788756334,46.0,51.0,False,False,False,False,False,False
2544,L49723,L,299.3,309.0,42.261093218230876,23.5,100.0,False,False,False,False,False,False
5120,L52299,L,304.2,310.1,37.5632799419859,46.0,149.0,False,False,False,False,False,False
3278,L50457,L,301.3,310.1,39.1279950930277,41.6,9.0,False,False,False,False,False,False
3600,H33013,H,301.7,310.5,37.255872020394314,50.5,176.0,False,False,False,False,False,False
9522,M24381,M,298.9,310.1,38.52272056851645,40.4,61.0,False,False,False,False,False,False
9820,M24679,M,298.6,309.4,38.262252939417984,36.9,179.0,False,False,False,False,False,False
2415,L49594,L,299.1,310.1,37.61648574760805,43.4,0.0,False,False,False,False,False,False
3637,L50816,L,302.2,311.4,38.06573262134856,46.5,60.0,False,False,False,False,False,False
7707,L54886,L,300.5,311.5,41.32795663954365,31.2,57.0,False,False,False,False,False,False
7945,L55124,L,300.8,310.1,37.603191353926334,49.0,10.0,False,False,False,False,False,False
7205,L54384,L,299.8,309.6,39.06404996924922,41.7,85.0,False,False,False,False,False,False
5934,L53113,L,300.5,310.5,37.05401462729781,47.4,56.0,False,False,False,False,False,False
4636,M19495,M,303.0,310.1,40.17461885320133,35.7,207.0,False,False,False,False,False,False
3194,L50373,L,300.0,309.1,37.429934544425805,44.5,0.0,False,False,False,False,False,False
6714,L53893,L,301.3,310.6,37.62977544445356,45.2,88.0,False,False,False,False,False,False
35,M14894,M,300.1,309.1,39.48417404479927,34.7,95.0,False,False,False,False,False,False
7518,L54697,L,300.3,311.7,38.01315561749642,47.3,15.0,False,False,False,False,False,False
4268,L51447,L,300.1,311.0,38.98717737923585,42.8,148.0,False,False,False,False,False,False
233,L47412,L,298.2,308.4,37.73592452822641,47.6,179.0,False,False,False,False,False,False
4015,L51194,L,302.1,311.0,41.71330722922842,30.8,182.0,False,False,False,False,False,False
2487,M17346,M,298.9,308.7,42.09513035969837,28.4,177.0,False,False,False,False,False,False
1869,L49048,L,298.3,308.0,36.89173349139343,56.9,81.0,False,False,False,False,False,False
6300,L53479,L,301.2,310.6,37.21558813185679,49.2,105.0,False,False,False,False,False,False
2861,H32274,H,300.6,309.4,38.24918299781056,49.2,235.0,False,False,False,False,False,False
9222,M24081,M,297.8,309.0,40.92676385936225,30.0,110.0,False,False,False,False,False,False
8145,M23004,M,299.7,311.0,38.80721582386451,42.7,85.0,False,False,False,False,False,False
1569,L48748,L,298.2,308.2,37.5099986670221,47.1,153.0,False,False,False,False,False,False
1132,L48311,L,296.8,307.9,38.58756276314948,33.4,123.0,False,False,False,False,False,False
1061,H30474,H,296.7,310.1,37.73592452822641,53.8,133.0,False,False,False,False,False,False
8066,M22925,M,300.5,311.9,40.8656334834051,26.3,89.0,False,False,False,False,False,False
3901,M18760,M,302.1,311.1,38.07886552931954,51.6,86.0,False,False,False,False,False,False
3006,L50185,L,300.5,309.9,38.768543949960254,37.4,175.0,False,False,False,False,False,False
2225,M17084,M,299.7,309.0,40.55859958134649,31.9,155.0,False,False,False,False,False,False
8414,M23273,M,298.6,309.7,37.70941526992961,49.7,139.0,False,False,False,False,False,False
121,L47300,L,298.9,308.7,37.8549864614954,44.7,108.0,False,False,False,False,False,False
1582,M16441,M,300.1,308.3,39.496835316262995,33.0,181.0,False,False,False,False,False,False
176,L47355,L,298.2,308.1,37.17526059088221,43.5,37.0,False,False,False,False,False,False
8553,L55732,L,298.2,309.1,38.301436004411116,44.5,80.0,False,False,False,False,False,False
335,M15194,M,297.5,308.1,38.3275357934736,44.8,5.0,False,False,False,False,False,False
9298,M24157,M,300.1,308.9,38.45776904605882,43.4,105.0,False,False,False,False,False,False
716,L47895,L,297.4,308.6,36.38681079732051,59.1,118.0,False,False,False,False,False,False
4776,L51955,L,303.5,312.0,41.96427051671457,25.8,105.0,False,False,False,False,False,False
3592,M18451,M,300.1,310.5,38.18376618407357,41.4,153.0,False,False,False,False,False,False
5238,L52417,L,303.8,313.0,38.71692136521188,42.3,38.0,False,False,False,False,False,False
3711,L50890,L,302.2,311.5,38.58756276314948,38.3,35.0,False,False,False,False,False,False
7337,H36750,H,299.9,310.5,39.35733730830886,42.8,208.0,False,False,False,False,False,False
7425,M22284,M,300.1,311.4,39.68626966596886,29.8,210.0,False,False,False,False,False,False
9318,L56497,L,298.5,310.1,38.47076812334269,38.1,160.0,False,False,False,False,False,False
180,L47359,L,298.2,308.3,36.11094017053558,49.8,45.0,False,False,False,False,False,False
4443,L51622,L,302.5,310.2,39.534794801541594,34.8,150.0,False,False,False,False,False,False
3378,H32791,H,301.5,310.8,39.88734135035826,29.6,33.0,False,False,False,False,False,False
4579,L51758,L,303.0,311.2,40.50925820105819,32.6,63.0,False,False,False,False,False,False
442,H29855,H,297.5,308.5,37.322915213043046,46.6,56.0,False,False,False,False,False,False
801,M15660,M,297.0,307.9,43.382023926967726,24.2,97.0,False,False,False,False,False,False
1003,L48182,L,296.3,307.2,40.570925550201586,35.0,192.0,False,False,False,False,False,False
9244,L56423,L,298.3,308.8,38.13135192987524,49.0,166.0,False,False,False,False,False,False
3896,M18755,M,302.3,311.2,39.319206502675,40.0,71.0,False,False,False,False,False,False
7159,L54338,L,300.1,310.0,37.26929030716845,53.6,108.0,False,False,False,False,False,False
928,H30341,H,295.6,306.0,37.36308338453881,52.4,0.0,False,False,False,False,False,False
5819,L52998,L,301.3,311.0,39.230090491866065,36.9,206.0,False,False,False,False,False,False
6661,H36074,H,301.4,310.5,37.69615364994153,43.8,182.0,False,False,False,False,False,False
765,L47944,L,296.8,307.9,36.565010597564445,56.5,5.0,False,False,False,False,False,False
5785,M20644,M,301.8,311.1,37.403208418530085,41.8,125.0,False,False,False,False,False,False
5410,L52589,L,300.1,310.1,37.8549864614954,44.2,17.0,False,False,False,False,False,False
6713,H36126,H,300.1,310.7,38.93584466786357,36.4,108.0,False,False,False,False,False,False
2378,M17237,M,300.1,308.3,39.774363602702685,45.5,107.0,False,False,False,False,False,False
5442,M20301,M,303.0,312.6,37.30951621235526,42.9,94.0,False,False,False,False,False,False
291,L47470,L,298.1,310.1,37.92097045171708,45.6,105.0,False,False,False,False,False,False
8866,L56045,L,297.9,309.0,35.91656999213594,49.8,43.0,False,False,False,False,False,False
6587,L53766,L,300.1,310.6,38.118237105091836,44.0,208.0,False,False,False,False,False,False
362,L47541,L,300.1,308.3,39.949968710876355,36.8,77.0,False,False,False,False,False,False
307,L47486,L,297.8,308.4,37.067505985701274,47.1,150.0,False,False,False,False,False,False
1289,M16148,M,298.5,310.1,37.960505792204614,48.2,107.0,False,False,False,False,False,False
6521,M21380,M,301.2,310.1,40.8166632639171,34.9,37.0,False,False,False,False,False,False
4876,L52055,L,300.1,312.4,41.255302689472536,31.2,144.0,False,False,False,False,False,False
3519,L50698,L,301.9,311.0,37.094473981982816,44.9,186.0,False,False,False,False,False,False
1792,L48971,L,298.1,307.8,39.03844259188627,40.8,71.0,False,False,False,False,False,False
1104,M15963,M,296.7,307.4,39.242833740697165,38.7,45.0,False,False,False,False,False,False
2562,L49741,L,300.1,309.2,40.08740450565489,31.7,145.0,False,False,False,False,False,False
9912,M24771,M,298.6,309.0,38.48376280978771,40.8,6.0,False,False,False,False,False,False
371,M15230,M,300.1,308.3,40.27406113120453,37.2,103.0,False,False,False,False,False,False
5172,M20031,M,304.2,313.4,36.45545226711637,54.5,75.0,False,False,False,False,False,False
5147,L52326,L,304.4,313.6,39.81205847478876,38.9,9.0,False,False,False,False,False,False
8667,L55846,L,297.5,308.7,37.5099986670221,42.5,145.0,False,False,False,False,False,False
1846,L49025,L,300.1,307.2,38.0,40.0,17.0,False,False,False,False,False,False
3414,L50593,L,301.3,310.3,39.496835316262995,36.3,129.0,False,False,False,False,False,False
9573,M24432,M,299.7,310.8,37.48332962798263,47.6,192.0,False,False,False,False,False,False
2236,M17095,M,299.4,308.6,38.144462245521304,42.7,183.0,False,False,False,False,False,False
251,L47430,L,298.0,308.3,40.76763422127902,32.7,0.0,False,False,False,False,False,False
1052,L48231,L,296.6,307.7,39.44616584663204,37.7,110.0,False,False,False,False,False,False
5262,L52441,L,300.1,312.8,38.897300677553446,35.8,92.0,False,False,False,False,False,False
3238,M18097,M,300.9,309.5,41.92851058647326,26.8,116.0,False,False,False,False,False,False
2766,M17625,M,299.9,309.4,37.403208418530085,54.8,3.0,False,False,False,False,False,False
3535,M18394,M,302.0,310.1,42.05948168962618,26.0,10.0,False,False,False,False,False,False
4373,M19232,M,301.9,309.6,37.93415347678132,41.7,201.0,False,False,False,False,False,False
6327,L53506,L,300.6,310.0,38.144462245521304,40.4,172.0,False,False,False,False,False,False
3766,M18625,M,302.4,311.1,37.986839826445156,51.8,178.0,False,False,False,False,False,False
7872,L55051,L,300.6,312.2,36.16628264005025,54.7,52.0,False,False,False,False,False,False
9652,M24511,M,300.1,310.0,39.74921382870358,36.0,195.0,False,False,False,False,False,False
1345,L48524,L,298.5,310.1,42.532340636273474,28.9,20.0,False,False,False,False,False,False
8618,L55797,L,297.6,308.6,39.102429592034305,45.3,15.0,False,False,False,False,False,False
1434,L48613,L,298.8,309.8,36.91882988394946,44.0,25.0,False,False,False,False,False,False
642,L47821,L,297.9,309.5,37.282703764614496,47.9,127.0,False,False,False,False,False,False
4412,L51591,L,302.5,310.3,41.08527716834828,31.6,66.0,False,False,False,False,False,False
9744,L56923,L,298.9,310.2,39.52214569073901,42.5,179.0,False,False,False,False,False,False
6198,L53377,L,300.9,310.8,38.63935817272331,45.8,57.0,False,False,False,False,False,False
5208,M20067,M,303.8,312.7,38.57460304397182,41.3,175.0,False,False,False,False,False,False
2168,H31581,H,299.6,309.1,39.84971769034255,41.3,0.0,False,False,False,False,False,False
1609,L48788,L,297.8,307.7,37.322915213043046,38.0,29.0,False,False,False,False,False,False
9952,L57131,L,298.2,307.8,36.810324638611924,59.4,115.0,False,False,False,False,False,False
948,L48127,L,295.6,306.2,37.78888725538237,44.5,51.0,False,False,False,False,False,False
2335,L49514,L,299.2,308.4,38.01315561749642,43.5,224.0,False,False,False,False,False,False
989,H30402,H,296.3,310.1,42.118879377305376,25.9,154.0,False,False,False,False,False,False
6145,M21004,M,301.1,311.1,40.18706259482024,37.7,153.0,False,False,False,False,False,False
6568,M21427,M,301.3,310.6,38.71692136521188,36.1,163.0,False,False,False,False,False,False
2667,H32080,H,299.7,309.2,41.12177038990418,27.7,203.0,False,False,False,False,False,False
1562,L48741,L,298.2,308.4,37.255872020394314,53.8,137.0,False,False,False,False,False,False
7689,L54868,L,300.6,311.7,39.408120990476064,39.8,0.0,False,False,False,False,False,False
7988,H37401,H,301.0,312.2,38.58756276314948,40.3,117.0,False,False,False,False,False,False
8080,L55259,L,300.2,311.5,39.08964057138413,36.1,108.0,False,False,False,False,False,False
7505,L54684,L,300.4,311.8,39.8622628559895,42.0,201.0,False,False,False,False,False,False
339,L47518,L,297.5,308.2,39.534794801541594,38.2,15.0,False,False,False,False,False,False
7752,M22611,M,300.4,311.7,37.389838191679836,42.6,176.0,False,False,False,False,False,False
7294,L54473,L,300.1,310.5,40.33608806019741,29.2,95.0,False,False,False,False,False,False
3750,L50929,L,302.4,310.1,40.64480286580315,33.9,139.0,False,False,False,False,False,False
7103,M21962,M,300.8,310.3,38.65229618017538,42.2,35.0,False,False,False,False,False,False
1614,L48793,L,297.9,308.0,36.0,62.9,41.0,False,False,False,False,False,False
8289,M23148,M,298.8,310.6,40.496913462633174,33.8,9.0,False,False,False,False,False,False
4644,L51823,L,303.2,311.4,36.38681079732051,54.2,228.0,True,False,True,False,True,False
8352,M23211,M,298.7,309.6,41.060930335295616,26.2,189.0,False,False,False,False,False,False
8673,L55852,L,297.5,308.8,36.22154055254967,50.3,159.0,False,False,False,False,False,False
9069,H38482,H,297.1,308.2,42.30839160261236,30.3,128.0,False,False,False,False,False,False
3174,L50353,L,300.3,309.6,40.29888335921977,32.6,108.0,False,False,False,False,False,False
7358,L54537,L,299.6,310.1,38.561638969317684,42.9,42.0,False,False,False,False,False,False
8321,M23180,M,300.1,309.7,38.118237105091836,47.7,101.0,False,False,False,False,False,False
8585,L55764,L,297.4,307.9,37.282703764614496,47.7,108.0,False,False,False,False,False,False
4369,L51548,L,302.0,310.0,40.792156108742276,28.6,190.0,False,False,False,False,False,False
2780,L49959,L,300.1,309.5,36.78314831549904,50.9,34.0,False,False,False,False,False,False
8283,M23142,M,298.9,310.7,40.47221268969612,33.6,218.0,False,False,False,False,False,False
9550,M24409,M,299.6,311.1,40.607881008493905,33.8,133.0,False,False,False,False,False,False
691,H30104,H,297.6,309.0,37.589892258425,40.2,51.0,False,False,False,False,False,False
5744,M20603,M,302.2,310.1,37.134889255254286,42.9,13.0,False,False,False,False,False,False
1686,L48865,L,300.1,307.3,42.708313008125245,26.3,5.0,False,False,False,False,False,False
5748,L52927,L,302.1,311.5,39.153543900903784,39.4,26.0,False,False,False,False,False,False
6994,M21853,M,300.7,311.0,41.71330722922842,25.6,176.0,False,False,False,False,False,False
8354,L55533,L,300.1,309.6,37.97367509209505,55.6,194.0,False,False,False,False,False,False
1691,M16550,M,297.9,307.4,37.881393849751625,42.9,18.0,False,False,False,False,False,False
8071,M22930,M,300.5,312.0,43.2087954009366,23.0,108.0,False,False,False,False,False,False
9403,L56582,L,297.7,308.1,41.641325627314025,30.7,177.0,False,False,False,False,False,False
6513,M21372,M,301.1,310.0,37.8549864614954,48.1,14.0,False,False,False,False,False,False
7491,M22350,M,300.4,311.8,41.31585652022719,30.0,165.0,False,False,False,False,False,False
1718,L48897,L,298.2,307.6,37.0,54.5,82.0,False,False,False,False,False,False
8291,M23150,M,298.9,310.6,40.97560249709576,35.8,14.0,False,False,False,False,False,False
2394,L49573,L,299.2,308.5,39.293765408777,41.6,146.0,False,False,False,False,False,False
6545,M21404,M,301.4,310.7,38.34057902536163,46.5,101.0,False,False,False,False,False,False
594,L47773,L,297.5,310.1,36.22154055254967,50.7,0.0,False,False,False,False,False,False
369,L47548,L,297.5,308.4,38.58756276314948,39.5,96.0,False,False,False,False,False,False
6360,L53539,L,300.1,309.8,37.815340802378074,56.7,44.0,False,False,False,False,False,False
5791,M20650,M,301.7,311.2,39.534794801541594,34.5,139.0,False,False,False,False,False,False
3968,M18827,M,302.3,310.1,38.45776904605882,45.6,59.0,False,False,False,False,False,False
3189,M18048,M,300.1,309.2,37.92097045171708,51.0,211.0,False,False,False,False,False,False
4429,L51608,L,302.4,310.1,43.657759905886145,21.2,110.0,False,False,False,False,False,False
4438,L51617,L,302.4,310.2,39.72404813208241,31.2,139.0,False,False,False,False,False,False
2279,M17138,M,299.3,308.7,38.19685850956856,35.6,87.0,False,False,False,False,False,False
3431,H32844,H,301.6,310.6,42.67317658670374,26.2,171.0,False,False,False,False,False,False
4811,M19670,M,300.1,310.1,38.71692136521188,39.4,197.0,False,False,False,False,False,False
7561,M22420,M,300.3,311.3,37.107950630558946,53.8,125.0,False,False,False,False,False,False
677,H30090,H,297.9,309.2,39.71145930332956,34.7,5.0,False,False,False,False,False,False
8446,M23305,M,298.6,310.0,39.25557285278104,36.9,12.0,False,False,False,False,False,False
4320,M19179,M,300.1,310.2,37.5632799419859,45.1,54.0,False,False,False,False,False,False
4475,L51654,L,302.7,310.5,39.534794801541594,35.0,8.0,False,False,False,False,False,False
2155,M17014,M,299.3,310.1,42.035699113967404,24.8,196.0,False,False,False,False,False,False
1730,M16589,M,298.3,307.7,37.93415347678132,43.8,111.0,False,False,False,False,False,False
4743,L51922,L,303.3,310.1,39.89987468652001,33.7,14.0,False,False,False,False,False,False
5242,L52421,L,303.7,313.1,41.02438299353203,28.4,46.0,False,False,False,False,False,False
5273,M20132,M,303.6,313.0,37.36308338453881,38.2,117.0,False,False,False,False,False,False
3756,L50935,L,302.3,311.0,36.45545226711637,51.5,154.0,False,False,False,False,False,False
8105,L55284,L,300.3,311.9,41.13392760240627,31.5,187.0,False,False,False,False,False,False
344,L47523,L,297.5,308.3,37.255872020394314,48.6,27.0,False,False,False,False,False,False
7066,L54245,L,300.8,310.6,37.20215047547655,52.9,165.0,False,False,False,False,False,False
1908,L49087,L,297.9,307.6,38.781438859330635,42.4,180.0,False,False,False,False,False,False
4312,M19171,M,300.1,310.1,38.31448812133603,40.8,32.0,False,False,False,False,False,False
9899,L57078,L,298.7,309.2,37.36308338453881,44.8,178.0,False,False,False,False,False,False
6295,L53474,L,301.1,310.5,39.102429592034305,38.7,91.0,False,False,False,False,False,False
8645,M23504,M,297.6,308.5,37.986839826445156,38.2,85.0,False,False,False,False,False,False
8363,L55542,L,298.6,309.6,36.78314831549904,62.5,9.0,False,False,False,False,False,False
4861,M19720,M,303.6,310.1,38.781438859330635,49.5,109.0,False,False,False,False,False,False
7074,L54253,L,300.1,310.6,38.61346915261564,43.2,187.0,False,False,False,False,False,False
7718,L54897,L,300.5,311.6,36.945906403822335,53.0,85.0,False,False,False,False,False,False
3839,L51018,L,302.4,311.1,43.3589667773576,24.5,156.0,False,False,False,False,False,False
9163,M24022,M,297.6,310.1,38.84584919911006,39.7,166.0,False,False,False,False,False,False
6535,L53714,L,301.3,310.6,37.89459064299283,44.2,76.0,False,False,False,False,False,False
7854,L55033,L,300.1,311.7,36.29049462324811,56.5,7.0,False,False,False,False,False,False
8255,M23114,M,299.0,310.1,40.311288741492746,37.1,131.0,False,False,False,False,False,False
1195,M16054,M,297.0,308.1,38.82009788756334,43.1,51.0,False,False,False,False,False,False
6446,L53625,L,300.7,310.3,40.76763422127902,34.4,57.0,False,False,False,False,False,False
3292,M18151,M,301.2,310.1,38.45776904605882,45.5,44.0,False,False,False,False,False,False
3730,M18589,M,302.4,311.3,36.22154055254967,61.5,85.0,False,False,False,False,False,False
891,L48070,L,295.6,306.0,37.013511046643494,52.4,115.0,False,False,False,False,False,False
3153,M18012,M,300.5,309.8,38.379682124790975,42.3,121.0,False,False,False,False,False,False
5199,L52378,L,303.8,312.8,37.78888725538237,53.3,152.0,False,False,False,False,False,False
875,L48054,L,295.9,310.1,39.68626966596886,28.5,74.0,False,False,False,False,False,False
7602,L54781,L,300.4,311.2,36.75595189897821,62.0,18.0,False,False,False,False,False,False
5619,M20478,M,303.0,312.4,40.55859958134649,29.6,108.0,False,False,False,False,False,False
7107,L54286,L,300.8,310.5,38.49675310984031,39.0,47.0,False,False,False,False,False,False
3297,M18156,M,301.2,310.3,37.134889255254286,43.2,56.0,False,False,False,False,False,False
9768,L56947,L,298.6,309.6,39.534794801541594,35.0,21.0,False,False,False,False,False,False
4122,M18981,M,302.1,310.7,36.932370625238775,47.8,213.0,True,False,True,False,False,False
5063,L52242,L,304.0,312.9,36.235341863986875,53.9,202.0,False,False,False,False,False,False
954,L48133,L,295.5,310.1,40.620192023179804,32.8,67.0,False,False,False,False,False,False
6577,L53756,L,301.5,310.5,40.54626986542659,34.9,186.0,False,False,False,False,False,False
1495,M16354,M,298.0,310.1,37.107950630558946,48.5,181.0,False,False,False,False,False,False
6695,M21554,M,301.7,310.9,36.05551275463989,62.7,36.0,False,False,False,False,False,False
2167,M17026,M,299.6,309.2,43.2087954009366,23.4,225.0,True,True,False,False,False,False
7457,M22316,M,300.2,311.7,37.376463182061514,50.2,71.0,False,False,False,False,False,False
451,M15310,M,300.1,308.7,37.66961640367472,41.7,81.0,False,False,False,False,False,False
3313,L50492,L,301.4,310.1,40.48456495999432,28.9,94.0,False,False,False,False,False,False
9799,L56978,L,298.5,310.1,38.353617821530214,44.7,119.0,False,False,False,False,False,False
3667,M18526,M,302.3,311.6,40.099875311526844,39.9,136.0,False,False,False,False,False,False
1646,L48825,L,297.9,307.8,39.21734310225516,38.5,123.0,False,False,False,False,False,False
351,H29764,H,297.6,310.1,37.416573867739416,44.3,43.0,False,False,False,False,False,False
7206,L54385,L,299.8,309.7,38.50973902793941,39.6,108.0,False,False,False,False,False,False
4979,L52158,L,303.6,312.7,37.8021163428716,47.7,198.0,False,False,False,False,False,False
4145,L51324,L,301.8,310.1,41.689327171351664,28.0,58.0,False,False,False,False,False,False
3516,M18375,M,301.9,311.1,40.06245124802026,40.0,179.0,False,False,False,False,False,False
7650,H37063,H,300.4,311.5,40.76763422127902,29.0,137.0,False,False,False,False,False,False
8612,L55791,L,297.4,308.3,38.36665218650175,45.5,2.0,False,False,False,False,False,False
6399,L53578,L,300.1,309.7,36.75595189897821,58.2,155.0,False,False,False,False,False,False
5191,L52370,L,304.1,313.2,38.1051177665153,48.0,126.0,False,False,False,False,False,False
4547,M19406,M,302.5,310.1,37.8021163428716,43.2,191.0,False,False,False,False,False,False
2996,L50175,L,300.5,309.8,39.370039370059054,37.4,148.0,False,False,False,False,False,False
5529,L52708,L,300.1,311.8,37.20215047547655,50.9,99.0,False,False,False,False,False,False
4637,L51816,L,303.0,311.3,38.28837943815329,43.0,210.0,False,False,False,False,False,False
3744,L50923,L,302.5,311.4,41.94043395102154,24.6,124.0,False,False,False,False,False,False
8253,L55432,L,299.0,310.4,39.56008088970496,36.1,127.0,False,False,False,False,False,False
5915,L53094,L,300.7,310.3,39.89987468652001,36.0,14.0,False,False,False,False,False,False
7078,M21937,M,300.7,310.5,39.92492955535426,31.0,108.0,False,False,False,False,False,False
247,L47426,L,297.9,308.1,39.81205847478876,33.5,212.0,False,False,False,False,False,False
4898,H34311,H,303.8,312.5,39.05124837953327,38.0,209.0,False,False,False,False,False,False
10000,M24859,M,299.0,308.7,38.72983346207417,40.2,30.0,False,False,False,False,False,False
2758,L49937,L,299.8,309.2,37.93415347678132,36.1,203.0,False,False,False,False,False,False
3010,M17869,M,300.4,309.7,38.28837943815329,39.8,184.0,False,False,False,False,False,False
9972,H39385,H,298.5,308.2,39.534794801541594,44.6,163.0,False,False,False,False,False,False
2869,L50048,L,300.8,309.7,37.656340767525464,46.6,12.0,False,False,False,False,False,False
1557,H30970,H,298.4,308.5,37.389838191679836,47.1,122.0,False,False,False,False,False,False
9247,L56426,L,298.3,308.9,43.15089802078283,27.0,172.0,False,False,False,False,False,False
2853,M17712,M,300.5,309.4,36.701498607005135,50.1,213.0,False,False,False,False,False,False
6216,L53395,L,301.1,310.8,39.0,41.0,99.0,False,False,False,False,False,False
7409,L54588,L,300.1,310.9,35.94440151122286,51.1,173.0,False,False,False,False,False,False
893,L48072,L,295.7,306.1,36.64696440361739,54.4,119.0,False,False,False,False,False,False
7125,M21984,M,300.8,310.3,43.22036556994862,24.5,95.0,False,False,False,False,False,False
372,L47551,L,297.5,310.1,40.049968789001575,38.1,106.0,False,False,False,False,False,False
1742,M16601,M,298.5,308.0,36.91882988394946,49.2,149.0,False,False,False,False,False,False
9834,L57013,L,298.3,309.1,37.22902093797257,45.3,212.0,False,False,False,False,False,False
6636,L53815,L,301.5,310.5,39.16631205513228,39.3,119.0,False,False,False,False,False,False
2633,M17492,M,300.0,309.7,40.64480286580315,28.6,112.0,False,False,False,False,False,False
914,L48093,L,300.1,306.0,40.26164427839479,29.5,176.0,False,False,False,False,False,False
5144,M20003,M,304.3,313.5,39.05124837953327,42.0,2.0,False,False,False,False,False,False
5,L47184,L,298.2,308.7,37.52332607858744,40.0,9.0,False,False,False,False,False,False
5548,M20407,M,300.1,311.7,39.242833740697165,28.9,149.0,False,False,False,False,False,False
5747,M20606,M,300.1,310.1,40.43513323831146,31.6,23.0,False,False,False,False,False,False
3256,L50435,L,301.0,309.7,38.61346915261564,42.9,165.0,False,False,False,False,False,False
3499,L50678,L,301.9,311.0,35.90264614203248,54.9,128.0,False,False,False,False,False,False
2129,L49308,L,299.4,309.0,42.42640687119285,24.3,128.0,False,False,False,False,False,False
1450,H30863,H,299.0,310.4,40.95119045888654,30.8,73.0,False,False,False,False,False,False
8090,L55269,L,300.1,311.3,40.93897898091744,30.3,151.0,False,False,False,False,False,False
9420,L56599,L,298.0,308.4,43.71498598878879,22.0,13.0,False,False,False,False,False,False
5025,L52204,L,303.9,313.1,40.48456495999432,29.0,95.0,False,False,False,False,False,False
5346,L52525,L,303.5,312.8,39.03844259188627,39.4,108.0,False,False,False,False,False,False
7394,M22253,M,299.7,310.5,39.92492955535426,35.4,134.0,False,False,False,False,False,False
6538,M21397,M,301.3,310.5,38.48376280978771,39.7,85.0,False,False,False,False,False,False
1974,L49153,L,297.9,307.6,41.79712908801273,25.3,136.0,False,False,False,False,False,False
6634,M21493,M,301.5,310.5,41.677331968349414,29.3,114.0,False,False,False,False,False,False
7302,L54481,L,300.1,310.4,39.42080668885405,39.4,115.0,False,False,False,False,False,False
5667,L52846,L,302.2,311.4,37.815340802378074,43.1,29.0,False,False,False,False,False,False
4536,L51715,L,302.4,310.2,38.768543949960254,36.2,108.0,False,False,False,False,False,False
6841,L54020,L,301.1,311.1,42.41462012089699,21.7,206.0,False,False,False,False,False,False
9971,H39384,H,298.4,308.1,43.485629810317796,24.7,158.0,False,False,False,False,False,False
5409,L52588,L,302.6,312.4,40.34848200366403,33.0,15.0,False,False,False,False,False,False
9012,M23871,M,297.2,307.9,39.11521443121589,35.9,197.0,False,False,False,False,False,False
5513,L52692,L,302.8,312.2,41.012193308819754,30.9,58.0,False,False,False,False,False,False
9722,L56901,L,298.8,309.8,38.600518131237564,40.6,124.0,False,False,False,False,False,False
4803,M19662,M,303.5,312.4,36.30426972134269,54.2,177.0,False,False,False,False,False,False
578,L47757,L,297.7,309.7,39.88734135035826,37.7,196.0,False,False,False,False,False,False
5010,L52189,L,303.7,312.8,39.02563260217571,40.7,59.0,False,False,False,False,False,False
5501,L52680,L,302.7,312.1,40.01249804748511,35.2,31.0,False,False,False,False,False,False
7229,H36642,H,300.1,309.7,36.98648401781386,47.4,148.0,False,False,False,False,False,False
4351,M19210,M,301.9,309.7,39.59797974644666,37.5,135.0,False,False,False,False,False,False
5223,L52402,L,303.9,313.1,40.80441152620633,29.6,0.0,False,False,False,False,False,False
2040,M16899,M,299.0,308.9,38.06573262134856,39.6,105.0,False,False,False,False,False,False
3773,L50952,L,302.4,311.1,38.05259518088089,44.8,195.0,False,False,False,False,False,False
7531,M22390,M,300.1,311.4,40.2119385257662,39.3,47.0,False,False,False,False,False,False
3245,M18104,M,301.0,309.6,37.376463182061514,48.0,135.0,False,False,False,False,False,False
550,L47729,L,297.4,309.2,37.907782842049734,40.4,117.0,False,False,False,False,False,False
2789,L49968,L,300.3,309.6,36.41428291206625,52.4,57.0,False,False,False,False,False,False
3786,L50965,L,302.3,310.9,39.30648801406709,36.7,18.0,False,False,False,False,False,False
3383,L50562,L,301.3,310.6,38.8587184554509,38.5,108.0,False,False,False,False,False,False
2812,L49991,L,299.9,309.2,41.96427051671457,25.6,115.0,False,False,False,False,False,False
5251,L52430,L,303.5,312.9,36.49657518178932,52.9,66.0,False,False,False,False,False,False
1174,H30587,H,297.1,308.0,39.48417404479927,38.8,108.0,False,False,False,False,False,False
7625,L54804,L,300.6,311.7,38.82009788756334,45.5,74.0,False,False,False,False,False,False
3517,L50696,L,302.0,311.1,37.44329045369811,47.8,108.0,False,False,False,False,False,False
2265,M17124,M,299.2,308.4,37.61648574760805,43.5,53.0,False,False,False,False,False,False
